"","ld","smd","stlogoddse"
"approv",-0.000652435363382263,-0.144369115870224,-0.536694352730112
"khmer",-0.000233932766772961,-0.115874878382808,-1.25229112907914
"albanian",-0.000381399457096275,-0.174160920709,-3.29006854664492
"emerg",0.000431206367248192,0.134887571035023,0.447349726388445
"land",4.64117557698851e-05,0.0128744059424056,0.0311495239455103
"insurg",-0.000273244555482562,-0.0811374561604436,-0.385771806630499
"kidnap",-0.000682203873386894,-0.172224212393442,-0.813460526239884
"mission",0.000345849025599505,0.118838013387633,0.438780312138392
"acknowledg",-0.00026823376960002,-0.0596865849604951,-0.207052654859004
"comment",-0.000703689487219243,-0.145003979468125,-0.501688862046407
"line",-4.19492567510022e-05,-0.00940585884868965,-0.0436278774926994
