"","ld","smd","stlogoddse"
"chea",-0.000632930556400105,-0.100361233747346,-2.40436934515495
"klarsfeld",-0.000507226003390426,-0.0862902076179515,-1.79528728477171
"dri",-0.00065278362091662,-0.0560208853116161,-0.302480954579586
"absentia",-0.000137474474531352,-0.0123281792581035,-0.032540434674775
"curtail",-0.000463865948073531,-0.0407145021652284,-0.205990613231344
"chadian",-0.00114616960268288,-0.135055539857297,-2.40436934515495
"nelson",-0.00189626337269343,-0.144280045961019,-0.967896887734064
"revenu",-0.00174900335975509,-0.146145353516878,-1.17307426803599
"comparison",1.52515104559383e-05,0.00139984887932922,0.046471552475497
"monetari",0.00110174190334413,0.111255450235294,0.624509110448192
"soft",-0.00104824340064437,-0.0873308929032936,-0.52274126892481
"anticip",-0.000688674300476854,-0.0575403211657821,-0.302480954579586
"hack",-0.00192540890437184,-0.153338488593421,-1.17307426803599
"davi",0.000190062065710819,0.0317343194152988,0.34325180209406
"convert",-0.000900269874977169,-0.0723078892454459,-0.393155832429143
"platform",-0.000452172334705031,-0.0388595112906549,-0.191278677147561
"akayesu",-0.00021387091047088,-0.0579090931751558,-2.39180512513433
"chavez",-0.000452141273601862,-0.0808180117716515,-1.7825369310033
"noriega",-0.000536700630467736,-0.0842067504736988,-1.42065314168479
"shortag",0.00042220156861884,0.0414255732208001,0.277347494433152
"soar",-0.00163328750912957,-0.160030302215756,-2.39180512513433
"blanket",-0.000468400469677613,-0.0395506842766394,-0.191278677147561
"pursuit",4.64456314352661e-05,0.0041033015858008,0.0619787352324302
"lewi",-0.000550727127568604,-0.0675103115336565,-0.637659704350701
"notifi",-0.00129109250152965,-0.103366677448083,-0.637659704350701
"alter",4.80199122865684e-05,0.00417226306709424,0.0619787352324302
"dug",0.00108267389471169,0.142944826158295,0.962801733050536
"profound",0.00111288056331282,0.11889779258153,0.698562321728713
"owe",0.000174912649360713,0.0167109218364443,0.137147726858669
"monasteri",0.000331292331342124,0.036695625667333,0.277347494433152
"pale",0.00116263217593493,0.215249883880497,1.83612583888702
"napoleon",-0.00145354973088637,-0.117570551939764,-0.784093251511745
"welfar",-0.00025825354906722,-0.0233187492529788,-0.101427075828527
"conceal",4.06788400122942e-05,0.00384012430191161,0.0619787352324302
"ton",0.000150751182061147,0.0247536341798929,0.277347494433152
"pray",-0.000661061939044719,-0.0549857430252576,-0.288016278770485
"martyr",-0.000352445559881671,-0.0401490287186127,-0.288016278770485
"unfold",-0.000121606700250348,-0.0102947642274766,-0.0173077183147702
"brave",-0.000123817099958275,-0.0103879049354554,-0.0173077183147702
"guerrero",-0.00136118255333741,-0.146092893928068,-2.39180512513433
"escort",0.000812131164780262,0.0794201515898567,0.468358879591089
"depos",-0.000992288983198503,-0.0835904024300585,-0.508746989071677
"khomeini",-0.00136490813143108,-0.140418004174283,-1.7825369310033
"burundi",-0.000980959320937434,-0.118072813699457,-1.76959484516779
"toni",0.000243337423257843,0.0211055776763942,0.153234626296572
"bori",0.00270735241895691,0.376742401531123,2.56533588299774
"deeper",-0.00154433434827146,-0.119686060832795,-0.770322879394996
"bob",0.000333703148591416,0.0319791305186986,0.225171851748228
"allegedli",-0.000606341101169268,-0.0512958113407852,-0.273304342686702
"remors",0.000634938254892094,0.0765733943995457,0.546214290237239
"stabl",0.000381541925822255,0.034194608286375,0.225171851748228
"infam",0.00084903790871951,0.0757968688730297,0.42421367818352
"moi",-0.000542469538903691,-0.0915362569800794,-2.37905477136593
"andrei",0.00258677781169551,0.368257558383399,2.56533588299774
"courthous",-0.000897664777355496,-0.0781726690824648,-0.494521399076044
"emphasi",-0.000246942760913253,-0.021497844048585,-0.0861943594685225
"wrongdo",-0.000657487687960777,-0.0534154893836846,-0.273304342686702
"ration",-0.000621354245534249,-0.0519269762943417,-0.273304342686702
"resettl",-0.000375805059983762,-0.034162537078873,-0.176310879792332
"authent",-0.000537538070699652,-0.0547359243978451,-0.378691156620042
"spokesmen",8.0162198819849e-05,0.00691519322360242,0.0777704573803941
"kagam",-0.00117724618120933,-0.134846325499372,-2.37905477136593
"infantri",-0.00016274175144268,-0.0174520420673409,-0.0861943594685225
"liter",-0.000464662678732907,-0.037987236473346,-0.176310879792332
